Name','Type','Region','Country','Lat','Long','Elev Ft.','Pop Est
Clonrush,city,Clare,Ireland,52.9363889,-8.3541667,180,1554
Cloomagro,city,Clare,Ireland,52.9558333,-8.6855556,590,2503
Clooncoorha,city,Clare,Ireland,52.6813889,-9.4816667,3,2492
Clooncorha,city,Clare,Ireland,52.6813889,-9.4816667,3,2492
Clooncullin Bridge,city,Clare,Ireland,52.6991667,-9.3872222,75,2520
Cloongaheen East,city,Clare,Ireland,52.8086111,-8.5880556,249,2511
Cloonlara,city,Clare,Ireland,52.7222222,-8.5538889,121,2963
Cloonmore,city,Clare,Ireland,52.76,-9.0861111,249,2514
Cloonusker,city,Clare,Ireland,52.9413889,-8.5716667,328,2503
Cloony Smith,city,Clare,Ireland,52.9377778,-9.2036111,252,2503
Cluain Lara,city,Clare,Ireland,52.7222222,-8.5538889,121,2963
Cluain Lára,city,Clare,Ireland,52.7222222,-8.5538889,121,2963
Connolly,city,Clare,Ireland,52.8294444,-9.1930556,305,2511
Coolbaun,city,Clare,Ireland,52.9886111,-8.9163889,157,2591
Coolcoosaun,city,Clare,Ireland,52.9244444,-8.5344444,219,2442
Coolmeen,city,Clare,Ireland,52.65,-9.2205556,114,2915
Coolnacreehaun Bridge,city,Clare,Ireland,52.7355556,-9.4927778,91,2208
Cooraclare,city,Clare,Ireland,52.7008333,-9.4208333,49,2520
Cora Chaitlin,city,Clare,Ireland,52.76,-8.8955556,16,2514
Cora Chaitlín,city,Clare,Ireland,52.76,-8.8955556,16,2514
Cora Finne,city,Clare,Ireland,52.9477778,-9.0630556,173,2503
Corlea Bridge,city,Clare,Ireland,53.0155556,-8.5888889,446,2626
Corofin,city,Clare,Ireland,52.9477778,-9.0630556,173,2503
Corrofin,city,Clare,Ireland,52.9477778,-9.0630556,173,2503
Cratloe,city,Clare,Ireland,52.695,-8.7597222,59,3581
Creegh,city,Clare,Ireland,52.7455556,-9.4280556,295,2480
Cregg,city,Clare,Ireland,53.1347222,-9.2058333,488,939
Croisin,city,Clare,Ireland,52.9394444,-8.8933333,206,2526
Croisín,city,Clare,Ireland,52.9394444,-8.8933333,206,2526
Croony Bridge,city,Clare,Ireland,52.6897222,-9.2316667,187,2520
Cross,city,Clare,Ireland,52.5980556,-9.7716667,85,1259
Crows Bridge,city,Clare,Ireland,52.8475,-9.1936111,249,2510
Crows Bridge,city,Clare,Ireland,52.8475,-9.1936111,249,2510
Crusheen,city,Clare,Ireland,52.9394444,-8.8933333,206,2526
Cuar an Chlair,city,Clare,Ireland,52.7008333,-9.4208333,49,2520
Cuar an Chláir,city,Clare,Ireland,52.7008333,-9.4208333,49,2520
Cuinche,city,Clare,Ireland,52.8186111,-8.8669444,59,2511
Cullenagh,city,Clare,Ireland,52.9288889,-9.2611111,150,2503
Deerpark,city,Clare,Ireland,53.02778,-9.1261111,436,2497
Derreen,city,Clare,Ireland,53.0886111,-9.3122222,288,1207
Derren,city,Clare,Ireland,52.9530556,-9.4222222,144,852
Derroran Bridge,city,Clare,Ireland,52.9611111,-8.4247222,252,2532
Derrycalliff Lower,city,Clare,Ireland,52.9313889,-8.8538889,252,2551
Derrycon,city,Clare,Ireland,52.9491667,-8.4491667,367,1972
Derrycrossaun Bridge,city,Clare,Ireland,52.6988889,-9.3447222,88,2520
Derryfadda,city,Clare,Ireland,53.0172222,-8.6883333,236,2662
Derryheena,city,Clare,Ireland,52.9275,-8.8369444,479,2551
Derrymore,city,Clare,Ireland,52.9094444,-8.5733333,196,2503
Derrymore Bridge,city,Clare,Ireland,52.8827778,-9.2472222,246,2507
Derryvough,city,Clare,Ireland,52.9358333,-8.8361111,436,2551
DEsterres Bridge,city,Clare,Ireland,52.7141667,-8.7808333,95,2654
DEsterres Bridge,city,Clare,Ireland,52.7141667,-8.7808333,95,2654
Dooglaun,city,Clare,Ireland,52.9761111,-8.6886111,616,2534
Doolin,city,Clare,Ireland,53.0225,-9.3933333,88,1245
Doonaha,city,Clare,Ireland,52.6225,-9.6444444,0,2333
Doonbeg,city,Clare,Ireland,52.7319444,-9.5227778,3,1885
Doonyvardan,city,Clare,Ireland,53.0630556,-9.1916667,538,2481
Doorus,city,Clare,Ireland,52.9827778,-8.6811111,354,2534
Drehidnagower Bridge,city,Clare,Ireland,52.8558333,-8.9938889,55,2510
Drehidnaraga Bridge,city,Clare,Ireland,52.8061111,-9.3813889,213,2408
Drinagh,city,Clare,Ireland,52.9280556,-9.2016667,262,2503
Droichead Abhann O gCearnaigh,city,Clare,Ireland,52.7413889,-8.7741667,141,2654
Droíchead Abhann Ó gCearnaigh,city,Clare,Ireland,52.7413889,-8.7741667,141,2654
Droichead an Chlair,city,Clare,Ireland,52.8155556,-8.9666667,19,2511
Droíchead an Chláir,city,Clare,Ireland,52.8155556,-8.9666667,19,2511
Droichead Ui Bhriain,city,Clare,Ireland,52.7547222,-8.4969444,150,2858
Droichead Uí Bhriain,city,Clare,Ireland,52.7547222,-8.4969444,150,2858
Drumadrohid,city,Clare,Ireland,52.8016667,-9.0575,259,2511
Drumandoora,city,Clare,Ireland,52.9961111,-8.7330556,449,2589
Drumellihy,city,Clare,Ireland,52.7180556,-9.4519444,164,2480
Drumsillagh,city,Clare,Ireland,52.7675,-8.6244444,377,2514
Dysert,city,Clare,Ireland,52.875,-9.1816667,226,2510
Effernan,city,Clare,Ireland,52.6444444,-9.1830556,98,3097
Elliss Bridge,city,Clare,Ireland,52.7694444,-8.5230556,226,2717
Ennis,city,Clare,Ireland,52.8436111,-8.9863889,49,2510
Ennistimon,city,Clare,Ireland,52.9447222,-9.2922222,141,2373
Ennistymon,city,Clare,Ireland,52.9447222,-9.2922222,141,2373
Fahanlunaghta Bridge,city,Clare,Ireland,52.8808333,-9.2891667,314,2507
Fahee,city,Clare,Ireland,53.0363889,-9.0444444,508,2497
Fair Green,city,Clare,Ireland,52.8713889,-8.9086111,347,2510
Fanore,city,Clare,Ireland,53.1180556,-9.2902778,170,1801
Fanore Bridge,city,Clare,Ireland,53.1180556,-9.2902778,170,1801
Farmoyle,city,Clare,Ireland,52.8563889,-9.1997222,249,2510
Farrihy,city,Clare,Ireland,52.7044444,-9.6033333,3,2172
Feakle,city,Clare,Ireland,52.9247222,-8.6452778,252,2503
Feakle Lower,city,Clare,Ireland,52.9155556,-8.6336111,249,2507
Feenagh,city,Clare,Ireland,53.1113889,-9.2063889,633,1909
Finavarra,city,Clare,Ireland,53.1513889,-9.1005556,45,1170
Fisherstreet,city,Clare,Ireland,53.0172222,-9.3861111,164,1245
Flagmount,city,Clare,Ireland,52.9858333,-8.6438889,354,2512
Fodry,city,Clare,Ireland,52.575,-9.8911111,3,400
Fountain Cross,city,Clare,Ireland,52.8722222,-9.0291667,170,2510
Furmina,city,Clare,Ireland,53.05,-9.5166667,0,0
Furnace,city,Clare,Ireland,52.9422222,-8.3883333,183,1835
Garrauncam Bridge,city,Clare,Ireland,52.8997222,-8.6966667,183,2507
Gilloge Bridge,city,Clare,Ireland,52.6858333,-8.5744444,88,4026
Glen Bridge,city,Clare,Ireland,52.8211111,-9.2308333,511,2511
Glenbonniv,city,Clare,Ireland,52.9444444,-8.6577778,534,2503
Glendree,city,Clare,Ireland,52.9202778,-8.7233333,383,2512
Glenmore,city,Clare,Ireland,52.7669444,-9.265,492,2514
Glenroe,city,Clare,Ireland,53.063889,-9.0280556,515,2532
Gortaheera,city,Clare,Ireland,52.7636111,-9.3325,479,2514
Gortnacummer,city,Clare,Ireland,52.9055556,-8.7105556,213,2507
Gortnamearacaun,city,Clare,Ireland,52.9452778,-8.8138889,528,2556
Goulbourne Bridge,city,Clare,Ireland,52.7022222,-9.3016667,101,2520
Grean Mountain,city,Clare,Ireland,52.7936111,-8.6144444,462,2511
Hell Bridge,city,Clare,Ireland,52.8402778,-8.8288889,170,2510
Hogans Bridge,city,Clare,Ireland,52.8458333,-9.3755556,249,1989
Hogans Bridge,city,Clare,Ireland,52.8458333,-9.3755556,249,1989
Hurlers Cross,city,Clare,Ireland,52.7155556,-8.8302778,3,2697
Illaunbaun,city,Clare,Ireland,52.8666667,-9.3152778,508,2503
Inagh,city,Clare,Ireland,52.875,-9.1816667,226,2510
Inis,city,Clare,Ireland,52.8436111,-8.9863889,49,2510
Inis Diomain,city,Clare,Ireland,52.9447222,-9.2922222,141,2373
Inis Díomáin,city,Clare,Ireland,52.9447222,-9.2922222,141,2373
Kilbaha,city,Clare,Ireland,52.55,-9.8672222,0,662
Kilbane,city,Clare,Ireland,52.8022222,-8.5647222,219,2512
Kilclaran,city,Clare,Ireland,52.9536111,-8.6458333,282,2503
Kilconnell,city,Clare,Ireland,52.9469444,-9.4488889,269,852
Kilcorkan,city,Clare,Ireland,53.0452778,-8.9077778,170,2767
Kildysart,city,Clare,Ireland,52.6716667,-9.1063889,3,2794
Kilfearagh,city,Clare,Ireland,52.6597222,-9.6544444,111,2264
Kilfenora,city,Clare,Ireland,52.9938889,-9.2136111,242,2500
Kilkee,city,Clare,Ireland,52.6791667,-9.6441667,36,1562
Kilkerin,city,Clare,Ireland,52.6075,-9.3147222,62,3286
Kilkishen,city,Clare,Ireland,52.8066667,-8.7458333,206,2511
Killadysert,city,Clare,Ireland,52.6716667,-9.1063889,3,2794
Killaloe,city,Clare,Ireland,52.8066667,-8.4436111,180,2359
Killanena,city,Clare,Ireland,52.9861111,-8.7016667,616,2534
Killeedy,city,Clare,Ireland,52.3838889,-9.0744444,406,5492
Killeen,city,Clare,Ireland,52.9625,-9.0644444,170,2500
Killimer,city,Clare,Ireland,52.6108333,-9.3938889,0,2594
Killinaboy,city,Clare,Ireland,52.9719444,-9.0813889,187,2500
Kilmaley,city,Clare,Ireland,52.8277778,-9.1180556,249,2511
Kilmihil,city,Clare,Ireland,52.7213889,-9.3186111,246,2517
Kilmurry,city,Clare,Ireland,52.8011111,-9.4541667,111,1863
Kilmurry,city,Clare,Ireland,52.7761111,-8.7827778,154,2514
Kilmurry McMahon,city,Clare,Ireland,52.6525,-9.2936111,3,2555
Kilnaboy,city,Clare,Ireland,52.9719444,-9.0813889,187,2500
Kilnamona,city,Clare,Ireland,52.8677778,-9.0805556,249,2510
Kilrush,city,Clare,Ireland,52.6397222,-9.4833333,3,2509
Kilshanny,city,Clare,Ireland,52.9847222,-9.2941667,187,2438
Kiltrellig,city,Clare,Ireland,52.5669444,-9.85,0,662
Kilvoydan,city,Clare,Ireland,52.8841667,-8.9102778,347,2507
Knock,city,Clare,Ireland,52.6280556,-9.3333333,0,2555
Knockacutteen,city,Clare,Ireland,52.9813889,-9.2130556,249,2500
Knockalough,city,Clare,Ireland,52.7102778,-9.2605556,164,2517
Knockbrack Upper,city,Clare,Ireland,52.7363889,-8.5761111,147,2963
Knockeighra,city,Clare,Ireland,52.9619444,-9.1538889,278,2500
Knockfin Cross Roads,city,Clare,Ireland,53.0291667,-9.3647222,219,2033
Knocknahila Bridge,city,Clare,Ireland,52.7836111,-9.3975,203,2508
Knocknamucky,city,Clare,Ireland,52.9055556,-8.9097222,291,2507
Labasheeda,city,Clare,Ireland,52.6233333,-9.2469444,0,3925
Labbasheeda,city,Clare,Ireland,52.6233333,-9.2469444,0,3925
Lahinch,city,Clare,Ireland,52.9366667,-9.3452778,180,2113
Lannaght,city,Clare,Ireland,53.0130556,-8.7163889,249,2725
Latoon Bridge,city,Clare,Ireland,52.795,-8.9216667,13,2511
Lavally,city,Clare,Ireland,52.7316667,-9.0769444,108,2517
Leaba Shioda,city,Clare,Ireland,52.6233333,-9.2469444,0,3925
Leaba Shíoda,city,Clare,Ireland,52.6233333,-9.2469444,0,3925
Leana,city,Clare,Ireland,52.9888889,-9.0822222,259,2500
Lecarrow,city,Clare,Ireland,52.9208333,-8.6244444,236,2503
Lehinch,city,Clare,Ireland,52.9366667,-9.3452778,180,2113
Lios Ceannuir,city,Clare,Ireland,52.9416667,-9.3858333,0,1577
Lios Ceannúir,city,Clare,Ireland,52.9416667,-9.3858333,0,1577
Lios Duin Bhearna,city,Clare,Ireland,53.0327778,-9.2883333,252,2497
Lios Dúin Bhearna,city,Clare,Ireland,53.0327778,-9.2883333,252,2497
Liscannor,city,Clare,Ireland,52.9416667,-9.3858333,0,1577
Liscanor,city,Clare,Ireland,52.9416667,-9.3858333,0,1577
Liscasey,city,Clare,Ireland,52.7511111,-9.1930556,383,2514
Liscullaun,city,Clare,Ireland,52.8511111,-8.7272222,423,2510
Lisdeen,city,Clare,Ireland,52.675,-9.6086111,9,2172
Lisdoonvarna,city,Clare,Ireland,53.0327778,-9.2883333,252,2497
Lismorahaun,city,Clare,Ireland,53.0747222,-9.2488889,685,2493
Lisroe,city,Clare,Ireland,52.7958333,-9.1886111,498,2511
Lower Ballycotteen,city,Clare,Ireland,52.9683333,-9.4072222,265,1574
Maghera Cross,city,Clare,Ireland,52.8872222,-8.8444444,354,2507
Magowha,city,Clare,Ireland,52.8875,-9.0525,223,2507
Mahonburgh Bridge,city,Clare,Ireland,52.8163889,-9.05,246,2511
Martrybeg,city,Clare,Ireland,52.9230556,-9.1805556,252,2503
Mary Fort,city,Clare,Ireland,52.8794444,-8.7172222,354,2507
Mauricemills,city,Clare,Ireland,52.8972222,-9.1444444,351,2507
Mauricesmills,city,Clare,Ireland,52.8972222,-9.1444444,351,2507
Milltown Malbay,city,Clare,Ireland,52.8552778,-9.3983333,216,1989
Miltown Malbay,city,Clare,Ireland,52.8552778,-9.3983333,216,1989
Mount Catherine,city,Clare,Ireland,52.7077778,-8.5752778,85,4026
Mountrivers Bridge,city,Clare,Ireland,52.7363889,-9.4936111,91,2208
Mountshannon,city,Clare,Ireland,52.9305556,-8.4258333,180,1972
Moveen,city,Clare,Ireland,52.6486111,-9.7008333,209,1835
Moy More,city,Clare,Ireland,52.9030556,-9.3430556,367,2117
Moyasta,city,Clare,Ireland,52.6713889,-9.5383333,3,2460
Moyglass Bridge,city,Clare,Ireland,52.7966667,-9.3658333,246,2511
Mullach,city,Clare,Ireland,52.8008333,-9.4119444,177,2408
Mullagh,city,Clare,Ireland,52.8008333,-9.4119444,177,2408
Nesters Bridge,city,Clare,Ireland,52.8938889,-8.8219444,226,2507
Nesters Bridge,city,Clare,Ireland,52.8938889,-8.8219444,226,2507
New Bridge,city,Clare,Ireland,52.6538889,-9.235,65,2915
New Quay,city,Clare,Ireland,53.1547222,-9.0797222,36,1500
Newhall Cross Roads,city,Clare,Ireland,52.7986111,-9.0138889,396,2511
Newmarket on Fergus,city,Clare,Ireland,52.76,-8.8955556,16,2514
Newtown,city,Clare,Ireland,52.6341667,-9.7294444,180,1380
Noughaval,city,Clare,Ireland,53.0188889,-9.1705556,324,2497
Noughaval,city,Clare,Ireland,52.8319444,-8.9161111,160,2511
OBriens Bridge,city,Clare,Ireland,52.9530556,-9.3491667,36,2113
OBriens Bridge,city,Clare,Ireland,52.9530556,-9.3491667,36,2113
OBriensbridge,city,Clare,Ireland,52.7547222,-8.4969444,150,2858
OBriensbridge,city,Clare,Ireland,52.7547222,-8.4969444,150,2858
OCallaghansmills,city,Clare,Ireland,52.8413889,-8.6863889,190,2510
OCallaghansmills,city,Clare,Ireland,52.8413889,-8.6863889,190,2510
Ogonnelloe,city,Clare,Ireland,52.8880556,-8.4575,288,1638
Oil Mill Bridge,city,Clare,Ireland,52.7286111,-8.7675,177,2654
Oldtown,city,Clare,Ireland,52.6322222,-9.7516667,252,933
Oughtmama,city,Clare,Ireland,53.1188889,-9.0361111,508,2443
Poulagower,city,Clare,Ireland,52.9244444,-8.5866667,311,2503
Querrin,city,Clare,Ireland,52.6347222,-9.5952778,0,2464
Quilty,city,Clare,Ireland,52.8169444,-9.4508333,137,1863
Quin,city,Clare,Ireland,52.8186111,-8.8669444,59,2511
Quinn,city,Clare,Ireland,52.8186111,-8.8669444,59,2511
Raheen Bridge,city,Clare,Ireland,52.8886111,-8.5116667,452,2348
Ravoganagh,city,Clare,Ireland,52.7333333,-9.5166667,3,1885
Regalnka Bridge,city,Clare,Ireland,52.8941667,-9.2036111,206,2507
Rinecaha,city,Clare,Ireland,52.9944444,-8.9438889,173,2522
Rinn na Spainneach,city,Clare,Ireland,52.8497222,-9.4380556,0,1261
Rinn na Spáinneach,city,Clare,Ireland,52.8497222,-9.4380556,0,1261
Rinnagonnaght,city,Clare,Ireland,52.7333333,-9.5166667,3,1885
Rinnamona,city,Clare,Ireland,52.9888889,-9.0461111,209,2500
Rinneen,city,Clare,Ireland,52.8905556,-9.3891667,219,1609
Roadford,city,Clare,Ireland,53.0227778,-9.3683333,170,2033
Ross,city,Clare,Ireland,52.5836111,-9.85,3,601
Rossanure,city,Clare,Ireland,52.9111111,-8.6183333,219,2507
Ruan,city,Clare,Ireland,52.9305556,-8.9897222,124,2503
Sallybank,city,Clare,Ireland,52.7675,-8.6244444,377,2514
Scariff,city,Clare,Ireland,52.8988889,-8.5091667,272,2348
Scarriff,city,Clare,Ireland,52.8988889,-8.5091667,272,2348
Scotts Bridge,city,Clare,Ireland,52.7975,-8.5786111,229,2512
Scotts Bridge,city,Clare,Ireland,52.7975,-8.5786111,229,2512
Shannon,city,Clare,Ireland,52.7038889,-8.8641667,0,3652
Shanvally,city,Clare,Ireland,53.1258333,-9.0455556,341,1500
Shanweela,city,Clare,Ireland,52.915,-9.1897222,255,2507
Sionainn,city,Clare,Ireland,52.7038889,-8.8641667,0,3652
Sixmilebridge,city,Clare,Ireland,52.7413889,-8.7741667,141,2654
Skaghard,city,Clare,Ireland,53.0291667,-8.965,213,2501
Sorrel Island Bridge,city,Clare,Ireland,52.7647222,-9.2375,433,2514
Spanish Point,city,Clare,Ireland,52.8497222,-9.4380556,0,1261
Spectacle Bridge,city,Clare,Ireland,53.0280556,-9.3044444,242,2437
Sraid na Cathrach,city,Clare,Ireland,52.8552778,-9.3983333,216,1989
Sráid na Cathrach,city,Clare,Ireland,52.8552778,-9.3983333,216,1989
Stranagalloon,city,Clare,Ireland,52.9594444,-8.9130556,157,2591
Strand,city,Clare,Ireland,52.3955556,-9.1105556,498,5490
Tallycreen Bridge,city,Clare,Ireland,52.6736111,-9.3094444,65,2520
The Hand Cross Roads,city,Clare,Ireland,52.8205556,-9.2638889,498,2511
Tomgraney,city,Clare,Ireland,52.8972222,-8.5386111,246,2348
Tooclae,city,Clare,Ireland,53.0130556,-9.3555556,213,2033
Toomaghera,city,Clare,Ireland,53.0472222,-9.2419444,495,2493
Tromra,city,Clare,Ireland,52.8066667,-9.4655556,55,1020
Trusklieve,city,Clare,Ireland,52.6277778,-9.7644444,226,933
Tuaim Greine,city,Clare,Ireland,52.8972222,-8.5386111,246,2348
Tuaim Gréine,city,Clare,Ireland,52.8972222,-8.5386111,246,2348
Tuamgraney,city,Clare,Ireland,52.8972222,-8.5386111,246,2348
Tulla,city,Clare,Ireland,53.0711111,-8.9411111,177,2663
Tulla,city,Clare,Ireland,52.8647222,-8.7605556,498,2510
Tullagh,city,Clare,Ireland,52.975,-9.2083333,239,2500
Tullig,city,Clare,Ireland,52.6147222,-9.7761111,147,1259
Tullycreen,city,Clare,Ireland,52.6838889,-9.3558333,91,2520
Tullycreen Lower,city,Clare,Ireland,52.6683333,-9.3272222,55,2520
Tullycreen Upper,city,Clare,Ireland,52.6838889,-9.3558333,91,2520
Tullycrine,city,Clare,Ireland,52.6838889,-9.3558333,91,2520
Tullygarvan,city,Clare,Ireland,52.9152778,-9.3227778,249,2431
Turlough,city,Clare,Ireland,53.0922222,-9.0652778,216,2304
Tyredagh Upper,city,Clare,Ireland,52.9091667,-8.79,269,2507
Uggoon,city,Clare,Ireland,52.9161111,-8.7383333,449,2507
Upper Ballycotteen,city,Clare,Ireland,52.9791667,-9.4130556,498,1574
Walterstown,city,Clare,Ireland,52.9338889,-8.8861111,213,2526
Whitegate,city,Clare,Ireland,52.9491667,-8.3713889,183,1554
Whites Bridge,city,Clare,Ireland,52.8875,-9.3088889,436,2431
Whites Bridge,city,Clare,Ireland,52.8875,-9.3088889,436,2431
Willbrook,city,Clare,Ireland,52.9377778,-9.1280556,380,2503
Woodfield Bridge,city,Clare,Ireland,52.8066667,-8.6975,206,2511
Wyndhams Bridge,city,Clare,Ireland,52.8461111,-8.7555556,498,2510
Wyndhams Bridge,city,Clare,Ireland,52.8461111,-8.7555556,498,2510
Abbotstown,city,Dublin,Ireland,53.3930556,-6.355,111,97564
An Caislean Nua,city,Dublin,Ireland,53.3011111,-6.5022222,351,50261
An Caisleán Nua,city,Dublin,Ireland,53.3011111,-6.5022222,351,50261
An Ros,city,Dublin,Ireland,53.5247222,-6.1097222,3,50537
Annfield,city,Dublin,Ireland,53.3744444,-6.4055556,114,101055
Artane,city,Dublin,Ireland,53.3825,-6.2025,3,84645
Ashtown,city,Dublin,Ireland,53.3752778,-6.3305556,42,101763
Dublin,city,Dublin,Ireland,53.3330556,-6.2488889,29,88981
Baile Átha Cliath,city,Dublin,Ireland,53.3330556,-6.2488889,29,88981
Baile Bhlainseir,city,Dublin,Ireland,53.3880556,-6.3755556,72,84894
Baile Bhlainséir,city,Dublin,Ireland,53.3880556,-6.3755556,72,84894
Baile Brigin,city,Dublin,Ireland,53.6127778,-6.1819444,0,60651
Baile Brigín,city,Dublin,Ireland,53.6127778,-6.1819444,0,60651
Baile Duill,city,Dublin,Ireland,53.3997222,-6.1258333,3,59010
Baile Dúill,city,Dublin,Ireland,53.3997222,-6.1258333,3,59010
Balbriggan,city,Dublin,Ireland,53.6127778,-6.1819444,0,60651
Balcunnin,city,Dublin,Ireland,53.5633333,-6.1472222,101,73121
Baldongan,city,Dublin,Ireland,53.5572222,-6.1569444,147,73121
Baldoyle,city,Dublin,Ireland,53.3997222,-6.1258333,3,59010
Baldwinstown,city,Dublin,Ireland,53.5647222,-6.3552778,265,65304
Balgriffin,city,Dublin,Ireland,53.4094444,-6.1741667,3,84645
Ballinteer,city,Dublin,Ireland,53.2827778,-6.2708333,298,100584
Ballisk,city,Dublin,Ireland,53.49,-6.1488889,3,71300
Ballough,city,Dublin,Ireland,53.5352778,-6.1963889,118,95565
Ballsbridge,city,Dublin,Ireland,53.3302778,-6.2305556,9,88981
Ballyboden,city,Dublin,Ireland,53.2805556,-6.3163889,337,100201
Ballyboghil,city,Dublin,Ireland,53.5252778,-6.2625,91,101751
Ballyboghill,city,Dublin,Ireland,53.5252778,-6.2625,91,101751
Ballyboughal,city,Dublin,Ireland,53.5252778,-6.2625,91,101751
Ballybrack,city,Dublin,Ireland,53.2544444,-6.1477778,88,64370
Ballycorden,city,Dublin,Ireland,53.4097222,-6.3680556,249,97564
Ballycorus,city,Dublin,Ireland,53.2322222,-6.1672222,479,73557
Ballyfermot,city,Dublin,Ireland,53.3452778,-6.3588889,108,102936
Ballyman,city,Dublin,Ireland,53.4144444,-6.2652778,72,102013
Ballymount,city,Dublin,Ireland,53.3136111,-6.3638889,249,103037
Ballymun,city,Dublin,Ireland,53.3963889,-6.2827778,62,102013
Balrickard,city,Dublin,Ireland,53.5722222,-6.2416667,259,98391
Balrothery,city,Dublin,Ireland,53.5955556,-6.2163889,183,68993
Balscaddan,city,Dublin,Ireland,53.6230556,-6.2308333,45,68993
Beaumont,city,Dublin,Ireland,53.3913889,-6.2405556,19,97588
Belcamp,city,Dublin,Ireland,53.4108333,-6.2022222,16,84645
Beldaragh,city,Dublin,Ireland,53.5697222,-6.2508333,252,88714
Belgard,city,Dublin,Ireland,53.3030556,-6.3966667,278,103037
Binn Eadair,city,Dublin,Ireland,53.3877778,-6.0652778,3,13608
Binn Éadair,city,Dublin,Ireland,53.3877778,-6.0652778,3,13608
Blachardstown,city,Dublin,Ireland,53.3880556,-6.3755556,72,84894
Blackrock,city,Dublin,Ireland,53.3030556,-6.1830556,26,67263
Blanchardstown,city,Dublin,Ireland,53.3880556,-6.3755556,72,84894
Booterstown,city,Dublin,Ireland,53.31,-6.2155556,59,88981
Brittas,city,Dublin,Ireland,53.2369444,-6.4522222,971,55529
Cabinteely,city,Dublin,Ireland,53.2594444,-6.1447222,39,64370
Cabra,city,Dublin,Ireland,53.3669444,-6.2944444,16,102936
Cappoge,city,Dublin,Ireland,53.4008333,-6.3291667,167,101763
Castleknock,city,Dublin,Ireland,53.3786111,-6.3922222,91,84894
Chapelizod,city,Dublin,Ireland,53.3488889,-6.3466667,52,102936
Chapelmidway,city,Dublin,Ireland,53.4575,-6.3102778,157,95212
Cill Inion Leinin,city,Dublin,Ireland,53.2522222,-6.1125,0,35294
Cill Iníon Léinín,city,Dublin,Ireland,53.2522222,-6.1125,0,35294
Cloghran,city,Dublin,Ireland,53.4338889,-6.2263889,42,101370
Clonard,city,Dublin,Ireland,53.6058333,-6.2275,98,68993
Clondalkin,city,Dublin,Ireland,53.3244444,-6.3972222,229,103037
Clonsilla,city,Dublin,Ireland,53.3833333,-6.4166667,131,60153
Clontarf,city,Dublin,Ireland,53.3591667,-6.2161111,3,89847
Cluain Dolcain,city,Dublin,Ireland,53.3244444,-6.3972222,229,103037
Cluain Dolcáin,city,Dublin,Ireland,53.3244444,-6.3972222,229,103037
Cnoc Mhuirfean,city,Dublin,Ireland,53.295,-6.2372222,242,88981
Concrete,city,Dublin,Ireland,53.31,-6.2472222,144,88981
Coolock,city,Dublin,Ireland,53.3883333,-6.1938889,6,84645
Corballis,city,Dublin,Ireland,53.4775,-6.1430556,3,71300
Coultry,city,Dublin,Ireland,53.4222222,-6.2672222,85,102671
Cross of the Cage,city,Dublin,Ireland,53.5802778,-6.1877778,242,92264
Crumlin,city,Dublin,Ireland,53.3241667,-6.3286111,170,103037
Cunard,city,Dublin,Ireland,53.2302778,-6.3405556,1007,79843
Dalkey,city,Dublin,Ireland,53.2783333,-6.1002778,0,35294
Dallyhaysy,city,Dublin,Ireland,53.6008333,-6.2313889,154,68993
Damastown,city,Dublin,Ireland,53.5558333,-6.3047222,295,75887
Dardistown,city,Dublin,Ireland,53.4166667,-6.2383333,52,101370
Deans Grange,city,Dublin,Ireland,53.2816667,-6.1677778,75,84907
Deilginis,city,Dublin,Ireland,53.2783333,-6.1002778,0,35294
Dermotstown,city,Dublin,Ireland,53.59,-6.2241667,190,68993
Dollymount,city,Dublin,Ireland,53.3644444,-6.1691667,0,65467
Dolphins Barn,city,Dublin,Ireland,53.3341667,-6.3213889,127,102936
Dolphins Barn,city,Dublin,Ireland,53.3341667,-6.3213889,127,102936
Domhnach Bat,city,Dublin,Ireland,53.4872222,-6.1519444,3,71300
Donabate,city,Dublin,Ireland,53.4872222,-6.1519444,3,71300
Donnybrook,city,Dublin,Ireland,53.3211111,-6.2152778,3,88981
Drisnoge,city,Dublin,Ireland,53.51,-6.2938889,121,93318
Drumcondra,city,Dublin,Ireland,53.3711111,-6.2508333,6,101267
Drumleck,city,Dublin,Ireland,53.3636111,-6.0827778,0,11047
